EV,ld_50kWh
SE,xfc_150
soc_LB,soc_UB,a,b
-0.1, 3.0, 5.617623090661083, 124.64587923089042
3.0, 10.0, 1.4433547003052354, 137.16868440195796
10.0, 71.46359084873505, 0.28079783503165895, 148.79425305469374
71.46359084873505, 93.0, -6.38663967643269, 625.2732793834901
93.0, 100.1, -4.02255639117857, 405.413533854857


EV,ld_100kWh
SE,xfc_150
soc_LB,soc_UB,a,b
-0.1, 3.0, 5.019868538599169, 122.38229534071229
3.0, 4.0, 3.0600411622216184, 128.26177746984493
4.0, 10.0, 1.216147395224588, 135.63735253783307
10.0, 85.0076631195378, 0.2716779788933731, 145.0820467011452
85.0076631195378, 93.0, -13.213633389200002, 1291.4368525421003
93.0, 100.1, -8.037067666357142, 810.016240317714


EV,md_200kWh
SE,xfc_150
soc_LB,soc_UB,a,b
-0.1, 4.0, 4.4642626723420005, 124.99935482557609
4.0, 10.0, 1.0677880183209867, 138.58525344166014
10.0, 92.38650810537449, 0.27087912085065996, 146.55434241636343
92.38650810537449, 100.1, -20.877192983499974, 2100.350877297997


EV,hd_300kWh
SE,xfc_150
soc_LB,soc_UB,a,b
-0.1, 4.0, 6.696394008513, 187.49903223836412
4.0, 10.0, 1.6016820274814798, 207.87788016249021
10.0, 92.38650810537449, 0.4063186812759899, 219.8315136245451
92.38650810537449, 100.1, -31.315789475249957, 3150.526315946996


EV,hd_400kWh
SE,xfc_150
soc_LB,soc_UB,a,b
-0.1, 4.0, 6.696394010425876, 187.4990322919245
4.0, 10.0, 1.6016820279390087, 207.87788022187195
10.0, 94.42134030035675, 0.4063186813920575, 219.83151368734147
94.42134030035675, 100.1, -41.75438596700008, 4200.701754596009


EV,hd_600kWh
SE,xfc_150
soc_LB,soc_UB,a,b
-0.1, 4.0, 6.696394009788252, 187.49903227407106
4.0, 10.0, 1.601682027786505, 207.87788020207802
10.0, 96.46928826437762, 0.40631868135336796, 219.83151366640942
96.46928826437762, 100.1, -62.63157895049987, 6301.052631893987


EV,hd_800kWh
SE,xfc_150
soc_LB,soc_UB,a,b
