, xfc_150, xfc_150, xfc_150, xfc_150, xfc_150, xfc_150, xfc_150, xfc_150, xfc_350, xfc_350, xfc_350, xfc_350, xfc_350, xfc_350, xfc_350, xfc_350, xfc_500kW, xfc_500kW, xfc_500kW, xfc_500kW, xfc_500kW, xfc_500kW, xfc_500kW, xfc_500kW, xfc_1000kW, xfc_1000kW, xfc_1000kW, xfc_1000kW, xfc_1000kW, xfc_1000kW, xfc_1000kW, xfc_1000kW, xfc_2000kW, xfc_2000kW, xfc_2000kW, xfc_2000kW, xfc_2000kW, xfc_2000kW, xfc_2000kW, xfc_2000kW, xfc_3000kW, xfc_3000kW, xfc_3000kW, xfc_3000kW, xfc_3000kW, xfc_3000kW, xfc_3000kW, xfc_3000kW, dwc_100kW, dwc_100kW, dwc_100kW, dwc_100kW, dwc_100kW, dwc_100kW, dwc_100kW, dwc_100kW, 
9, 150.15887670470508, 146.58267909485437, 148.195345606549, 222.29301840982353, 222.29301847332303, 222.29301845215656, 222.2930184415733, 224.77905407136817, 170.363157903255, 340.38558935442995, 426.01343792974114, 639.0201568946117, 644.46877862664, 653.8029954475194, 653.8029954163922, 661.1148649157886, 170.363157903255, 340.38558935442995, 426.01343792974114, 639.0201568946117, 644.46877862664, 653.8029954475194, 653.8029954163922, 661.1148649157886, 170.363157903255, 340.38558935442995, 652.856606593223, 979.2849098898344, 942.0518274928527, 945.0341024772192, 955.9313455420975, 968.6655000746135, 170.363157903255, 340.38558935442995, 681.4526316130199, 1022.1789474195299, 1362.9052632260398, 1960.7534266259966, 1886.2872611047537, 1901.4239778875037, 170.363157903255, 340.38558935442995, 681.4526316130199, 1022.1789474195299, 1362.9052632260398, 2044.3578948390598, 2725.81052645208, 2885.9398497683574, 106.50335950615141, 108.96716582937671, 108.9671658871684, 163.4507488307526, 163.4507488774434, 163.45074886187984, 163.45074885409804, 165.27871622894716, 
10, 151.60223140501031, 147.79882649007894, 149.26313362487002, 223.894700437305, 223.89470050126204, 223.89470047994308, 223.89470046928355, 226.3986486660875, 172.0000000086, 343.65599987959996, 430.060635415965, 645.0909531239475, 650.0383217252823, 658.513824941009, 658.5138249096576, 665.878378429669, 172.0000000086, 343.65599987959996, 430.060635415965, 645.0909531239475, 650.0383217252823, 658.513824941009, 658.5138249096576, 665.878378429669, 172.0000000086, 343.65599987959996, 659.1301236154287, 988.6951854231429, 951.1162383674745, 953.1248225881997, 963.0195593868351, 975.6450000751512, 172.0000000086, 343.65599987959996, 688.0000000343999, 1032.0000000516, 1376.0000000687999, 1979.5948891231255, 1904.436994277544, 1918.8786224110488, 172.0000000086, 343.65599987959996, 688.0000000343999, 1032.0000000516, 1376.0000000687999, 2064.0000001032, 2752.0000001376, 2913.684210672, 107.51515887799587, 109.75230407772574, 109.75230413593384, 164.62845620390073, 164.62845625092797, 164.62845623525226, 164.6284562274144, 166.46959460741726, 
11, 151.883029240042, 148.0705044689723, 149.53401274572067, 224.301019118581, 224.3010191826541, 224.30101916129647, 224.30101915061758, 226.80951145198196, 172.31772854047182, 344.2908214860258, 430.8622206444601, 646.2933309666901, 651.23800051304, 659.7088798861661, 659.7088798547576, 667.0867983881822, 172.31772854047182, 344.2908214860258, 430.8622206444601, 646.2933309666901, 651.23800051304, 659.7088798861661, 659.7088798547576, 667.0867983881822, 172.31772854047182, 344.2908214860258, 660.3487680719259, 990.5231521078888, 952.8888033907374, 954.8822162393514, 964.7715549272409, 977.4155769983644, 172.31772854047182, 344.2908214860258, 689.2709141618873, 1033.9063712428308, 1378.5418283237746, 1983.2548138309712, 1907.9861156610941, 1922.4420675508452, 172.31772854047182, 344.2908214860258, 689.2709141618873, 1033.9063712428308, 1378.5418283237746, 2067.8127424856616, 2757.0836566475496, 2919.0858727221316, 107.71555518516575, 109.95147990177499, 109.95147996008873, 164.92721994013309, 164.92721998724568, 164.92721997154152, 164.9272199636894, 166.77169959704554, 
12, 152.16382707507364, 148.34218244786567, 149.80489186657135, 224.707337799857, 224.70733786404617, 224.70733784264985, 224.7073378319516, 227.22037423787637, 172.63545707234368, 344.92564309245154, 431.66380587295515, 647.4957088094327, 652.4376793007976, 660.903934831323, 660.9039347998577, 668.2952183466952, 172.63545707234368, 344.92564309245154, 431.66380587295515, 647.4957088094327, 652.4376793007976, 660.903934831323, 660.9039347998577, 668.2952183466952, 172.63545707234368, 344.92564309245154, 661.5674125284231, 992.3511187926347, 954.6613684140002, 956.6396098905028, 966.5235504676465, 979.1861539215777, 172.63545707234368, 344.92564309245154, 690.5418282893747, 1035.8127424340619, 1381.0836565787495, 1986.914738538817, 1911.5352370446442, 1926.0055126906416, 172.63545707234368, 344.92564309245154, 690.5418282893747, 1035.8127424340619, 1381.0836565787495, 2071.6254848681237, 2762.1673131574994, 2924.487534772263, 107.91595149233564, 110.15065572582425, 110.15065578424363, 165.22598367636542, 165.22598372356336, 165.22598370783075, 165.22598369996442, 167.0738045866738, 
13, 152.44462491010532, 148.61386042675906, 150.075770987422, 225.11365648113298, 225.11365654543823, 225.1136565240032, 225.11365651328563, 227.6312370237708, 172.95318560421552, 345.56046469887735, 432.4653911014502, 648.6980866521753, 653.6373580885552, 662.09898977648, 662.0989897449577, 669.5036383052083, 172.95318560421552, 345.56046469887735, 432.4653911014502, 648.6980866521753, 653.6373580885552, 662.09898977648, 662.0989897449577, 669.5036383052083, 172.95318560421552, 345.56046469887735, 662.7860569849204, 994.1790854773805, 956.4339334372631, 958.3970035416544, 968.2755460080521, 980.956730844791, 172.95318560421552, 345.56046469887735, 691.8127424168621, 1037.719113625293, 1383.6254848337242, 1990.5746632466623, 1915.0843584281945, 1929.568957830438, 172.95318560421552, 345.56046469887735, 691.8127424168621, 1037.719113625293, 1383.6254848337242, 2075.438227250586, 2767.2509696674488, 2929.8891968223948, 108.1163477995055, 110.34983154987351, 110.34983160839853, 165.52474741259778, 165.52474745988104, 165.52474744412, 165.52474743623944, 167.37590957630206, 
14, 152.72542274513697, 148.88553840565243, 150.34665010827266, 225.51997516240897, 225.51997522683027, 225.51997520535656, 225.51997519461966, 228.04209980966525, 173.27091413608736, 346.1952863053031, 433.2669763299453, 649.9004644949179, 654.8370368763128, 663.294044721637, 663.2940446900577, 670.7120582637212, 173.27091413608736, 346.1952863053031, 433.2669763299453, 649.9004644949179, 654.8370368763128, 663.294044721637, 663.2940446900577, 670.7120582637212, 173.27091413608736, 346.1952863053031, 664.0047014414176, 996.0070521621263, 958.206498460526, 960.154397192806, 970.0275415484576, 982.7273077680043, 173.27091413608736, 346.1952863053031, 693.0836565443494, 1039.625484816524, 1386.1673130886988, 1994.234587954508, 1918.6334798117446, 1933.1324029702341, 173.27091413608736, 346.1952863053031, 693.0836565443494, 1039.625484816524, 1386.1673130886988, 2079.250969633048, 2772.334626177398, 2935.2908588725263, 108.31674410667537, 110.54900737392278, 110.54900743255342, 165.8235111488301, 165.82351119619875, 165.82351118040924, 165.82351117251443, 167.6780145659303, 
15, 153.00622058016862, 149.1572163845458, 150.61752922912333, 225.92629384368493, 225.92629390822233, 225.92629388670994, 225.9262938759537, 228.45296259555968, 173.5886426679592, 346.83010791172893, 434.06856155844036, 651.1028423376605, 656.0367156640705, 664.4890996667939, 664.4890996351578, 671.9204782222342, 173.5886426679592, 346.83010791172893, 434.06856155844036, 651.1028423376605, 656.0367156640705, 664.4890996667939, 664.4890996351578, 671.9204782222342, 173.5886426679592, 346.83010791172893, 665.2233458979148, 997.8350188468722, 959.9790634837889, 961.9117908439575, 971.7795370888632, 984.4978846912176, 173.5886426679592, 346.83010791172893, 694.3545706718368, 1041.531856007755, 1388.7091413436735, 1997.8945126623535, 1922.1826011952949, 1936.6958481100305, 173.5886426679592, 346.83010791172893, 694.3545706718368, 1041.531856007755, 1388.7091413436735, 2083.06371201551, 2777.4182826873475, 2940.692520922658, 108.51714041384525, 110.74818319797204, 110.74818325670832, 166.12227488506247, 166.12227493251643, 166.12227491669847, 166.12227490878945, 167.98011955555856, 
16, 153.2870184152003, 149.42889436343918, 150.888408349974, 226.33261252496092, 226.3326125896144, 226.3326125680633, 226.33261255728772, 228.86382538145412, 173.90637119983103, 347.4649295181547, 434.87014678693544, 652.3052201804031, 657.2363944518281, 665.6841546119509, 665.6841545802579, 673.1288981807473, 173.90637119983103, 347.4649295181547, 434.87014678693544, 652.3052201804031, 657.2363944518281, 665.6841546119509, 665.6841545802579, 673.1288981807473, 173.90637119983103, 347.4649295181547, 666.441990354412, 999.662985531618, 961.7516285070517, 963.669184495109, 973.5315326292688, 986.2684616144309, 173.90637119983103, 347.4649295181547, 695.6254847993241, 1043.4382271989862, 1391.2509695986482, 2001.5544373701991, 1925.7317225788452, 1940.259293249827, 173.90637119983103, 347.4649295181547, 695.6254847993241, 1043.4382271989862, 1391.2509695986482, 2086.8764543979723, 2782.501939197297, 2946.0941829727894, 108.71753672101512, 110.9473590220213, 110.94735908086322, 166.4210386212948, 166.42103866883411, 166.42103865298773, 166.42103864506447, 168.28222454518684, 
17, 153.56781625023194, 149.70057234233255, 151.15928747082464, 226.7389312062369, 226.73893127100644, 226.73893124941668, 226.73893123862172, 229.27468816734856, 174.2240997317029, 348.0997511245805, 435.67173201543056, 653.5075980231458, 658.4360732395858, 666.8792095571079, 666.879209525358, 674.3373181392603, 174.2240997317029, 348.0997511245805, 435.67173201543056, 653.5075980231458, 658.4360732395858, 666.8792095571079, 666.879209525358, 674.3373181392603, 174.2240997317029, 348.0997511245805, 667.6606348109093, 1001.4909522163639, 963.5241935303145, 965.4265781462606, 975.2835281696744, 988.0390385376442, 174.2240997317029, 348.0997511245805, 696.8963989268116, 1045.3445983902172, 1393.7927978536231, 2005.2143620780446, 1929.2808439623952, 1943.822738389623, 174.2240997317029, 348.0997511245805, 696.8963989268116, 1045.3445983902172, 1393.7927978536231, 2090.6891967804345, 2787.5855957072467, 2951.495845022921, 108.91793302818499, 111.14653484607057, 111.14653490501811, 166.71980235752716, 166.71980240515182, 166.71980238927696, 166.7198023813395, 168.58432953481508, 
18, 153.8486140852636, 149.9722503212259, 151.43016659167532, 227.1452498875129, 227.1452499523985, 227.14524993077004, 227.14524991995575, 229.685550953243, 174.54182826357473, 348.73457273100627, 436.47331724392564, 654.7099758658884, 659.6357520273434, 668.0742645022648, 668.074264470458, 675.5457380977734, 174.54182826357473, 348.73457273100627, 436.47331724392564, 654.7099758658884, 659.6357520273434, 668.0742645022648, 668.074264470458, 675.5457380977734, 174.54182826357473, 348.73457273100627, 668.8792792674066, 1003.3189189011097, 965.2967585535774, 967.1839717974121, 977.0355237100799, 989.8096154608575, 174.54182826357473, 348.73457273100627, 698.1673130542989, 1047.2509695814483, 1396.3346261085978, 2008.87428678589, 1932.8299653459455, 1947.3861835294194, 174.54182826357473, 348.73457273100627, 698.1673130542989, 1047.2509695814483, 1396.3346261085978, 2094.5019391628966, 2792.669252217196, 2956.8975070730526, 109.11832933535487, 111.34571067011983, 111.345710729173, 167.0185660937595, 167.0185661414695, 167.0185661255662, 167.0185661176145, 168.88643452444336, 
19, 154.12941192029527, 150.24392830011928, 151.70104571252597, 227.5515685687889, 227.55156863379057, 227.55156861212342, 227.55156860128977, 230.0964137391374, 174.85955679544657, 349.3693943374321, 437.2749024724207, 655.912353708631, 660.835430815101, 669.2693194474218, 669.2693194155581, 676.7541580562864, 174.85955679544657, 349.3693943374321, 437.2749024724207, 655.912353708631, 660.835430815101, 669.2693194474218, 669.2693194155581, 676.7541580562864, 174.85955679544657, 349.3693943374321, 670.0979237239037, 1005.1468855858556, 967.0693235768402, 968.9413654485637, 978.7875192504855, 991.5801923840708, 174.85955679544657, 349.3693943374321, 699.4382271817863, 1049.1573407726794, 1398.8764543635725, 2012.5342114937357, 1936.3790867294956, 1950.9496286692158, 174.85955679544657, 349.3693943374321, 699.4382271817863, 1049.1573407726794, 1398.8764543635725, 2098.3146815453583, 2797.7529087271455, 2962.299169123184, 109.31872564252474, 111.54488649416909, 111.54488655332791, 167.31732982999185, 167.3173298777872, 167.31732986185546, 167.31732985388953, 169.1885395140716, 
20, 154.41020975532692, 150.51560627901267, 151.97192483337662, 227.95788725006489, 227.95788731518263, 227.95788729347677, 227.9578872826238, 230.50727652503184, 175.1772853273184, 350.00421594385784, 438.0764877009158, 657.1147315513736, 662.0351096028586, 670.4643743925787, 670.4643743606582, 677.9625780147995, 175.1772853273184, 350.00421594385784, 438.0764877009158, 657.1147315513736, 662.0351096028586, 670.4643743925787, 670.4643743606582, 677.9625780147995, 175.1772853273184, 350.00421594385784, 671.316568180401, 1006.9748522706014, 968.8418886001032, 970.6987590997153, 980.5395147908911, 993.350769307284, 175.1772853273184, 350.00421594385784, 700.7091413092736, 1051.0637119639105, 1401.4182826185472, 2016.1941362015812, 1939.928208113046, 1954.513073809012, 175.1772853273184, 350.00421594385784, 700.7091413092736, 1051.0637119639105, 1401.4182826185472, 2102.1274239278205, 2802.836565237095, 2967.7008311733157, 109.51912194969462, 111.74406231821835, 111.7440623774828, 167.61609356622418, 167.61609361410487, 167.6160935981447, 167.61609359016455, 169.49064450369988, 
21, 154.69100759035857, 150.78728425790604, 152.2428039542273, 228.36420593134088, 228.36420599657467, 228.36420597483016, 228.36420596395783, 230.91813931092628, 175.49501385919024, 350.63903755028366, 438.87807292941085, 658.3171093941162, 663.2347883906162, 671.6594293377357, 671.6594293057583, 679.1709979733125, 175.49501385919024, 350.63903755028366, 438.87807292941085, 658.3171093941162, 663.2347883906162, 671.6594293377357, 671.6594293057583, 679.1709979733125, 175.49501385919024, 350.63903755028366, 672.5352126368982, 1008.8028189553472, 970.614453623366, 972.4561527508667, 982.2915103312966, 995.1213462304975, 175.49501385919024, 350.63903755028366, 701.980055436761, 1052.9700831551415, 1403.960110873522, 2019.8540609094268, 1943.4773294965962, 1958.0765189488084, 175.49501385919024, 350.63903755028366, 701.980055436761, 1052.9700831551415, 1403.960110873522, 2105.9401663102826, 2807.9202217470443, 2973.1024932234473, 109.71951825686449, 111.94323814226762, 111.9432382016377, 167.91485730245654, 167.91485735042258, 167.91485733443392, 167.91485732643957, 169.79274949332813, 
22, 154.97180542539024, 151.0589622367994, 152.51368307507795, 228.77052461261687, 228.77052467796673, 228.7705246561835, 228.77052464529186, 231.32900209682072, 175.8127423910621, 351.2738591567094, 439.6796581579059, 659.5194872368588, 664.4344671783739, 672.8544842828927, 672.8544842508584, 680.3794179318256, 175.8127423910621, 351.2738591567094, 439.6796581579059, 659.5194872368588, 664.4344671783739, 672.8544842828927, 672.8544842508584, 680.3794179318256, 175.8127423910621, 351.2738591567094, 673.7538570933955, 1010.6307856400931, 972.3870186466289, 974.2135464020183, 984.0435058717022, 996.8919231537108, 175.8127423910621, 351.2738591567094, 703.2509695642484, 1054.8764543463724, 1406.5019391284968, 2023.5139856172723, 1947.0264508801463, 1961.6399640886048, 175.8127423910621, 351.2738591567094, 703.2509695642484, 1054.8764543463724, 1406.5019391284968, 2109.7529086927448, 2813.003878256994, 2978.504155273579, 109.91991456403436, 112.14241396631688, 112.1424140257926, 168.21362103868887, 168.21362108674026, 168.21362107072318, 168.2136210627146, 170.0948544829564, 
23, 155.2526032604219, 151.3306402156928, 152.7845621959286, 229.17684329389286, 229.1768433593588, 229.1768433375369, 229.17684332662589, 231.73986488271515, 176.13047092293394, 351.90868076313524, 440.481243386401, 660.7218650796015, 665.6341459661314, 674.0495392280496, 674.0495391959583, 681.5878378903386, 176.13047092293394, 351.90868076313524, 440.481243386401, 660.7218650796015, 665.6341459661314, 674.0495392280496, 674.0495391959583, 681.5878378903386, 176.13047092293394, 351.90868076313524, 674.9725015498926, 1012.458752324839, 974.1595836698917, 975.9709400531699, 985.7955014121078, 998.6625000769241, 176.13047092293394, 351.90868076313524, 704.5218836917358, 1056.7828255376035, 1409.0437673834715, 2027.173910325118, 1950.5755722636966, 1965.2034092284011, 176.13047092293394, 351.90868076313524, 704.5218836917358, 1056.7828255376035, 1409.0437673834715, 2113.565651075207, 2818.0875347669435, 2983.9058173237104, 110.12031087120424, 112.34158979036614, 112.3415898499475, 168.51238477492123, 168.51238482305794, 168.5123848070124, 168.5123847989896, 170.39695947258465, 
